# id:7--7--7-1 
-0.7,-0.08,1
0.97,0.74,1
0.29,-0.78,-1
-0.58,0.23,1
-0.12,-0.21,-1
-0.99,-0.75,1
0.53,0.44,1
0.63,0.64,1
-0.44,0.21,-1
-0.05,-0.98,-1
-0.75,0.22,1
-0.56,0.15,1
0.94,0.94,1
-0.81,0.61,1
0.04,-0.6,1
-0.97,-0.96,-1
0.26,0.21,-1
0.24,-0.16,1
-0.95,0.04,-1
-0.82,-0.74,-1
-0.8,0.59,-1
0.19,0.09,-1
0.5,-0.1,1
-0.06,0.51,-1
-0.28,0.24,1
-0.92,-0.15,-1
0.89,0.62,-1
0.89,-0.53,-1
-0.95,-0.76,1
0.34,-0.38,1
0.52,-0.62,-1
0.9,-0.52,-1
0.73,0.06,1
0.91,-0.97,1
0.66,-0.41,1
0.06,-0.96,1
-0.72,-0.87,1
-0.25,0.84,-1
-0.78,-0.2,-1
0.29,0.39,1
-0.56,0.3,-1
0.34,-0.23,1
0.36,-1,-1
-0.96,-0.82,-1
-0.69,0.9,1
0.74,-0.61,1
0.19,-0.95,-1
0.44,-0.2,1
-0.9,-0.7,1
0.07,-0.61,-1
-0.61,-0.02,-1
0.16,-0.61,1
-0.72,-0.28,-1
0.12,0.86,-1
0.92,-0.94,1
-0.14,-0.73,1
-0.42,0.49,1
0.89,-0.15,-1
0.83,-0.06,1
0.33,0.51,1
-0.78,-0.01,1
-0.15,0.63,1
0.69,-0.57,-1
-0.29,0.37,1
-0.14,0.94,1
-0.21,0.03,-1
0.97,0.75,1
0.25,-0.94,1
0.05,-0.47,1
-0.84,-0.53,1
-0.09,-0.21,1
-0.85,0.94,1
0.88,0.85,-1
-0.13,-0.22,1
-0.47,-0.12,1
-0.05,0.02,1
0.56,-0.93,1
-0.45,-0.44,1
0.35,0.99,1
0.93,0.99,1
0.84,-0.72,1
0.06,0.75,1
-0.37,0.68,1
-0.31,-0.38,-1
-0.3,0.47,1
-0.97,0.56,1
0.55,0.79,1
0.78,0.41,1
0.69,0.74,1
0.49,0.87,-1
0.54,0.7,-1
-0.69,0.27,1
-0.26,-0.53,1
-0.98,-0.02,1
-0.23,0.04,-1
-0.56,-0.68,-1
-0.94,-0.53,1
-0.67,0.21,1
-0.09,0.37,1
-0.37,-0.41,1
0.07,-0.49,1
0.49,-0.7,-1
0.35,0.72,1
-0.96,-0.06,-1
0.41,-0.2,1
-0.99,0.34,1
-0.3,0.73,1
-0.68,-0.62,1
-0.11,-0.14,-1
0.17,0.15,-1
-0.13,0.43,1
-0.63,-0.77,1
0.04,-0.31,1
-0.98,0.15,1
-0.13,-0.88,1
-0.5,-0.24,1
0.62,0.06,1
-0.79,-0.59,1
0.85,0.61,-1
0.85,0.02,1
0.71,0.53,1
-0.33,0.93,1
-0.96,-0.5,-1
0.27,0.32,1
-0.62,0.74,-1
-0.85,-0.03,1
-0.42,0.69,-1
-0.3,-0.79,-1
0.74,0.27,-1
0.2,-0.4,1
0.11,-0.31,-1
-0.99,0.76,-1
0.49,-0.07,1
0.91,-0.32,-1
-0.64,0.87,1
-0.93,-0.77,1
0.5,0.64,1
-0.77,-0.82,1
-0.12,0.74,1
0.5,-0.02,1
0.92,-0.72,1
-0.04,-0.72,1
-0.86,0.22,-1
0.45,0.88,1
0.51,-0.75,1
-0.56,0.6,1
0.33,-0.2,1
0.79,0.51,1
0.79,-0.56,1
-0.28,0.82,1
0.04,-0.53,-1
-0.66,0.11,1
0.37,0.09,1
-0.32,-0.33,-1
0.48,0.34,1
-0.16,-0.35,-1
0.1,-0.53,1
-0.71,0.46,1
0.94,0.78,-1
-0.12,0.25,-1
-0.66,0.71,1
-0.63,0.18,1
-0.49,0.88,1
-0.47,-0.94,1
-0.47,0.37,1
-0.17,-0.86,1
0.92,0.97,1
0.22,0.16,1
-0.14,0.1,1
-0.73,0.62,1
0.49,-0.8,-1
-0.73,-0.87,1
0.51,0.1,-1
0.25,0.79,1
0.75,-0.87,1
0.3,0,-1
-0.9,0.1,-1
-0.28,-0.5,-1
-0.3,0.32,1
0.45,0.89,1
-0.01,0.42,-1
0.21,-0.61,1
-0.47,0.35,1
-0.65,-0.56,-1
0.55,0.4,-1
0.9,-1,-1
0.33,-0.29,1
-0.41,0.36,1
-0.23,0.03,1
0.42,0.21,1
-0.44,-0.15,1
0.3,0.77,1
0.16,-0.79,1
-0.79,0.6,1
-0.7,0.23,1
-0.42,-0.95,1
0.08,-0.71,-1
0.5,-0.73,-1
0.13,-0.78,-1
1,-0.66,1
-0.45,-0.61,1
1,0.88,-1
0.1,-0.37,1
-0.32,0.68,1
0.98,-0.62,1
-0.35,-0.29,1
-0.06,-0.51,1
-0.17,0.49,1
0.89,-0.7,1
-0.83,-0.54,1
0.1,0.37,1
0.05,-1,1
-0.61,0.81,1
-0.49,-0.99,1
-0.5,0.04,1
-0.47,-0.53,-1
-0.22,-0.12,1
0.35,-0.53,-1
0.85,0.2,1
0.21,0.77,1
0.57,-0.6,-1
-0.59,0.47,1
-0.49,0.92,1
-0.62,-0.02,1
0.87,0.76,1
-0.78,-0.65,-1
0.56,0.88,1
0.65,-0.13,1
0.28,0,1
-0.53,-0.17,1
-0.26,-0.13,1
0.86,0.49,1
0.24,-0.59,1
-0.23,-0.42,-1
-0.54,-0.52,-1
0.36,0.44,-1
-0.57,-0.38,1
0.46,-0.06,-1
0.82,0.91,1
0.39,0.62,-1
-0.97,-0.68,1
-0.09,0.63,1
-0.89,-0.81,1
0.63,-0.2,-1
0.43,-0.58,1
0.37,-0.16,1
-0.26,-0.58,-1
-0.96,-0.76,-1
-0.43,-0.14,1
-0.52,1,-1
-0.81,-0.68,1
0.13,-0.84,-1
-0.41,-0.16,1
0.69,-0.45,-1
-0.03,1,1
-0.77,0.33,1
-0.81,0.98,1
0.97,0.13,-1
0.46,0.33,-1
0.5,0.87,-1
-0.3,-0.39,-1
0.16,0.18,-1
0.17,0.38,1
-0.3,-0.75,1
-0.78,-0.51,-1
0.62,-0.17,1
-0.84,-0.68,1
-0.82,-0.19,1
0.43,0.79,-1
-0.04,-0.92,-1
0.46,0.87,-1
-0.89,0.75,-1
-0.77,-0.38,1
0.46,-0.13,1
0.2,-0.41,1
0.41,0.02,1
-0.2,0.56,1
0.65,-0.88,1
1,0.44,-1
0.18,-0.68,1
-0.06,-0.03,-1
0.85,-0.79,1
-0.19,0.29,-1
-0.69,-0.29,1
-0.73,-0.53,1
-0.4,-0.22,-1
-0.79,-0.72,1
-0.39,0.15,1
-0.89,-0.91,1
-0.7,0.96,1
0.25,0.43,1
-0.86,-0.62,-1
-0.14,0.56,1
-0.66,0.34,-1
0.63,-0.24,-1
0.91,-0.23,-1
-0.13,0.74,1
0.69,-0.03,1
-0.61,0.62,-1
-1,0.17,1
-0.27,0.27,1
-0.39,-0.62,-1
0.14,0.59,1
-0.64,-0.74,1
-1,0.02,1
0.99,-0.3,-1
-0.68,0.12,-1
-0.71,0.87,1
0.14,0.52,1
0.91,0.73,1
0.31,-0.53,1
-0.26,0.13,1
-0.85,0.32,-1
-0.99,0.06,-1
-0.83,0.45,-1
0.32,0.87,-1
0.39,0.6,1
0.32,-0.81,-1
-0.34,-0.6,1
0.54,0.22,1
-0.47,-0.43,-1
0.63,-0.65,1
0.8,0.56,1
0.43,0.78,1
0.37,0.77,1
0.96,-0.58,-1
-0.18,0.63,-1
-0.16,-0.84,1
-0.27,0.87,-1
-0.79,-0.18,-1
-0.62,-0.56,1
-0.78,-0.31,1
-0.54,-0.29,-1
0.13,0.6,1
0.22,0.06,-1
0.22,-0.65,1
-0.79,0.36,-1
-0.83,-0.52,-1
-0.07,0.58,1
-0.73,-0.02,1
0.7,0.01,1
-0.4,-0.81,1
0.25,0.09,-1
0.44,0.31,1
-0.34,-0.25,1
0.23,-0.46,-1
-0.88,0.76,-1
-0.26,-0.96,-1
0.06,-0.71,1
-0.52,-0.95,1
0.15,0.37,-1
-0.33,-0.36,1
0.39,-0.66,-1
-0.11,0.56,1
0.32,-0.91,-1
-0.86,-0.45,1
-0.15,0.78,1
0.84,-0.64,1
0.73,0.28,-1
0.92,0.82,1
-0.85,0.9,1
0.45,-0.3,1
-0.21,0.47,1
-0.98,0.34,1
0.12,0.01,1
0.37,0.26,1
-0.47,0.49,-1
0.3,0.22,1
0.11,0.68,-1
-0.63,-0.46,1
-1,-0.84,-1
0.5,-0.77,-1
0.24,0.09,-1
-0.65,0.49,1
-0.02,0.2,-1
-0.59,0.09,1
-0.24,-0.78,1
-0.24,0.43,1
0.59,-0.6,1
-0.37,0.7,1
-0.21,0.27,1
-0.24,-0.84,1
0.36,0.37,1
-0.54,0.75,1
0.98,0.4,1
-0.18,-0.33,-1
0.07,-0.69,1
-0.99,0.21,1
-0.53,-0.98,1
-0.81,0.99,1
0.35,-0.01,1
-0.26,-0.36,1
-0.96,0.42,1
-0.92,-0.03,1
0.29,-0.22,1
0.99,-0.59,-1
-0.56,-0.95,-1
-0.97,-0.34,1
0.65,0.52,-1
-0.84,-0.76,-1
0.67,-0.45,1
0.52,-0.66,1
0.12,0.76,1
-0.84,-0.79,-1
-0.74,0.25,-1
0.91,0.44,1
-0.04,-0.12,1
0.13,0.04,1
0.6,-0.61,1
-0.26,0.45,1
0.2,-0.97,1
-0.76,-0.47,-1
0.78,0.22,1
-0.34,-0.51,1
0.38,0.19,-1
-0.77,-0.95,1
-0.55,0.85,1
0.29,-0.14,-1
-0.1,-0.99,1
-0.45,0.84,-1
0.06,-0.55,1
-0.06,0.27,-1
-0.55,-0.94,1
-0.88,-0.88,-1
0.98,0.46,1
-0.68,-0.19,1
-0.18,0.62,1
0.45,-1,-1
-0.55,0.72,1
-0.01,0.56,1
0.63,-0.46,1
-0.33,-0.36,-1
-0.9,-0.92,-1
-0.11,0.68,1
0.29,1,1
-1,-0.21,-1
-0.5,0.48,1
0.04,0.58,1
-0.88,0.06,1
0.71,-0.26,1
-0.17,0.36,1
0.03,0.88,-1
0.88,-0.49,1
0.31,-0.69,1
0.8,-0.81,1
0.77,-0.77,1
0.3,0.94,1
-0.32,-0.87,1
0.49,0.06,-1
-0.06,-0.35,1
0.17,0.91,-1
-0.78,0.02,-1
0.21,0.6,1
0.83,-0.62,1
-0.68,0.56,1
0.69,-0.03,1
-0.98,0.74,1
-0.61,-0.46,1
-0.55,-0.54,1
0.48,-0.67,1
0.93,0.58,1
0.97,-0.45,-1
-0.89,0.03,1
-1,0.81,-1
0.55,-0.32,1
0.23,-0.23,1
0.23,0.55,1
0.88,0.07,1
-0.35,0.08,-1
0.63,-0.56,1
0.47,-0.82,1
0.99,-0.47,1
0.22,-0.51,-1
0.26,-0.03,-1
-0.48,-0.51,-1
0.57,-0.41,-1
0.68,0.76,1
-0.81,0.72,1
0.9,-0.41,1
0.13,-0.37,-1
0.12,-0.13,-1
0.85,-0.08,-1
0.42,-0.94,1
-0.34,-0.04,-1
-0.29,-0.98,1
0.75,-0.32,1
0.28,0.7,-1
-0.67,-0.08,1
0.8,0.54,1
-0.55,-0.29,1
-0.23,-0.23,1
0.74,-0.95,-1
-0.92,0.4,1
-0.92,0.93,1
0.62,-0.03,1
0.9,-0.5,1
-0.97,0.24,-1
0.95,0.33,1
-0.9,0.22,1
0.28,0.92,1
0.31,0.65,1
0.57,-0.36,1
0.62,-0.49,1
0.02,-0.46,1
0.78,-0.48,1
0.86,0.92,1
0.13,-0.42,-1
-0.51,-0.91,1
0.74,-0.06,1
0.59,0.96,1
-0.54,0.64,1
-0.83,0.91,1
-0.57,-0.92,-1
1,-0.9,1
-0.31,-0.94,1
-0.85,0.29,1
-0.77,-0.81,1
-0.86,0.7,-1
0.33,0.73,1
0.64,-0.37,-1
-0.29,0.12,1
0.23,-0.38,1
-0.32,0.37,1
-0.34,-0.91,1
-0.72,0.93,-1
0.63,0.72,1
0.45,0.14,1
0.77,0.91,-1
0.03,0.52,-1
-0.86,0.03,1
-0.6,0.27,1
0.36,-0.61,1
-0.68,-0.34,1
-0.62,0.13,1
-0.74,0.36,-1
0.26,-0.95,-1
0.58,0.7,1
-0.27,-0.3,1
0.98,-0.79,1
-0.39,-0.87,1
-0.21,0.07,1
-0.8,0.79,-1
0.15,0.91,-1
0.97,0,1
-0.3,0.24,1
0.95,0.81,1
-0.98,-0.26,-1
-0.12,-0.76,1
0.32,-0.54,1
-0.75,0.86,1
0.76,-0.53,1
0.47,-0.49,-1
0.75,-0.48,1
-0.68,-0.85,-1
-0.11,-0.14,1
0.1,-0.44,-1
0.03,-0.71,1
-0.86,0.91,1
-0.63,-0.5,1
0.01,-0.11,1
0.41,0.61,1
0.76,-0.94,-1
-0.08,0.07,-1
0.63,0.86,-1
-0.85,-0.63,-1
-0.72,-0.37,-1
0.14,0.83,-1
-0.29,-0.48,-1
-0.87,0.37,1
0.43,0.94,-1
0,-0.04,-1
-0.18,-0.18,1
0.2,0.24,1
0.88,0.47,1
0.3,-0.35,-1
0.17,-0.92,1
0.45,1,1
0.93,0.74,1
-0.31,0.6,1
-0.58,-0.14,1
-0.91,0.76,1
0.23,0.24,-1
0.89,-0.84,1
-0.76,-0.33,1
-0.34,0.56,-1
0.3,0.8,1
0.4,0.08,1
0.94,0.99,-1
0.75,-0.48,1
0.77,0,1
0.17,-0.97,1
-0.3,0.07,1
-0.38,0.68,1
0.48,0.48,1
-0.44,0.42,-1
0.4,-0.87,1
-0.34,-0.45,-1
0.56,0.61,1
0.64,-0.23,-1
0.84,0.24,-1
-0.08,0.68,-1
0.15,-0.71,1
0.71,0.98,1
-0.89,-0.24,1
0.31,-0.64,1
0.97,0.27,1
-0.97,0.73,1
-0.04,0.66,1
0.33,-0.29,-1
0.01,0.57,1
0.55,-0.59,1
0.17,-0.92,-1
-0.55,0.63,-1
-0.11,-0.06,1
-0.34,0.98,1
0.63,0.13,1
0.85,0.8,1
0.36,0.64,1
-0.95,0.41,1
0.5,-0.01,1
-0.39,0.06,1
-1,-0.6,1
-0.63,0.22,-1
-0.65,0.81,-1
0.6,-0.6,1
-0.97,-0.37,-1
-0.96,-0.6,1
0.4,0.02,-1
-0.93,0.87,-1
-0.74,0.94,-1
0.16,0.04,1
-0.15,0.61,-1
-1,-0.24,-1
0.39,0.25,1
0.66,0.45,1
-0.54,-0.54,-1
-0.68,-0.44,-1
-0.5,0.37,1
-0.59,0.88,1
0.49,-0.12,1
0.64,0.1,1
-0.65,0.68,-1
0.13,0.43,1
0.89,-0.89,-1
-0.33,-0.25,1
-0.89,-0.97,-1
0.92,-0.99,1
-0.1,0.5,-1
-0.4,-0.56,1
-0.88,-0.97,1
0.46,-0.99,1
-0.88,-0.04,1
0.71,-0.65,1
-0.61,-0.18,-1
-0.16,-0.86,1
0.64,-0.4,-1
0.04,0.86,1
0.89,-0.86,1
-0.85,0.24,-1
-0.8,-0.77,1
-0.42,0.05,1
0.87,-0.91,1
-0.77,-0.02,1
0.59,-0.28,-1
-0.43,0.3,-1
0.45,-0.81,1
0.44,-0.53,1
-0.29,-0.06,1
0.99,0.29,1
0.38,0.55,1
-0.48,-0.01,-1
0.72,0.62,-1
-0.08,-0.48,-1
-0.28,-0.47,-1
0.01,0.83,1
-0.24,0.35,1
-0.36,0.28,-1
-0.18,0.15,1
-0.86,0.14,1
-0.25,-0.82,1
-0.3,-0.12,1
0.42,1,-1
0.82,0.38,-1
-0.27,0.16,1
-0.57,0.93,1
0.07,0.04,1
-0.82,-0.96,1
-0.78,0.21,1
-0.92,-0.36,1
-0.36,0.94,-1
0.32,-0.93,-1
0.23,-0.63,1
-0.71,-0.18,1
0.87,0.51,-1
0.56,0.65,1
-0.15,0.58,1
-0.78,0.07,1
0.01,-0.64,-1
-0.56,-0.64,1
-0.27,0.81,1
-0.37,-0.75,-1
0.77,-0.04,1
-0.39,0.51,1
0.09,0.83,1
-0.1,-0.18,1
0.19,0.5,1
0.86,-0.38,-1
-0.57,-0.36,1
-0.1,0.99,-1
-0.05,-0.93,1
0.59,0.09,1
-0.09,0.41,1
-0.78,-0.85,1
0.65,0.97,1
-0.41,-0.65,1
-0.01,0.68,1
0.67,0.63,-1
0.71,-0.47,1
0.62,0.19,-1
-0.41,0.94,1
-0.92,-0.93,1
-0.96,0.28,-1
0.63,0.31,-1
-0.01,0.74,-1
0.36,0.06,1
0.6,0.43,1
-0.39,-0.7,1
-0.76,-0.9,-1
-0.83,-0.75,-1
0.54,0.3,1
-0.4,-0.49,1
-0.75,-0.7,1
0.36,0.5,1
-0.07,0.03,1
0.34,0.93,1
-0.98,-0.23,-1
0.03,0.98,-1
0.28,0.28,1
0.8,0.52,-1
0.82,0.72,1
0.22,-0.67,-1
0.37,-0.7,1
-0.78,-0.55,-1
0.23,-0.8,-1
-0.82,-0.13,1
-0.85,-0.46,1
-0.94,-0.18,1
-0.46,0.66,1
0.99,0.2,1
0.51,0.61,1
-0.94,-0.64,1
-0.44,-0.58,1
0.3,-0.64,1
-0.09,0.57,1
-0.61,0.39,1
0.04,0.92,1
0.11,-0.4,-1
-0.79,-0.55,-1
-0.18,-0.68,1
-0.25,0.11,-1
0.48,-0.65,-1
0.93,-0.1,-1
-0.72,-0.77,1
-0.86,0.95,1
-0.45,-0.25,1
0.2,-0.78,-1
-0.45,-0.4,1
0.72,0.54,1
0.9,-0.15,1
0.76,-0.04,-1
0.2,0.39,1
0.33,0.73,1
-0.53,-0.52,1
-0.29,0.69,1
-0.71,0.1,-1
-0.36,0.93,-1
-0.22,-0.2,-1
0.77,-0.51,1
0.88,0.94,1
0.66,-0.08,-1
0.4,0.74,-1
0.43,0.5,1
-0.4,0.95,1
0.87,-0.05,-1
0.76,-0.88,1
-0.39,0.75,-1
0.69,-0.2,1
0.72,-0.21,1
-0.47,0.28,1
-0.22,-0.39,1
-0.45,0.43,-1
-0.62,-0.62,-1
-0.49,-0.76,1
1,-0.83,1
-0.02,0.31,1
-0.91,-0.51,-1
0.77,0.05,-1
0.67,-0.73,-1
0.7,-0.47,-1
-0.08,0.72,1
0.97,0.91,1
-0.92,-0.84,1
0.47,-0.34,1
0.15,0.58,1
-0.37,-0.23,-1
0.04,0.39,1
0.93,0.16,1
-0.13,0.06,1
-0.03,-0.18,1
-0.02,-0.57,-1
0.09,0.87,-1
0.44,-0.79,-1
-0.01,-0.37,-1
-0.98,-0.13,1
-0.98,0.61,1
-0.34,0.06,1
0.89,-0.48,1
-0.05,-0.21,-1
-0.35,0.35,-1
0.57,0.44,-1
-0.94,-0.5,-1
0.38,0.36,1
-0.04,-0.18,1
0.89,-0.98,1
-0.46,0.94,1
-0.27,0.96,1
0.3,0.82,1
0.25,0.62,1
-0.88,1,1
0.35,0.44,-1
-0.74,0.19,-1
0.22,0.18,1
0.12,-0.46,1
-0.5,-0.2,1
-0.39,-0.31,1
-0.69,-0.93,-1
-0.93,-0.42,1
-0.98,-0.17,-1
-0.98,0.65,1
-0.18,-0.65,1
-0.1,-0.74,1
0.06,0.01,1
0.71,0.86,-1
0.94,-0.29,-1
0.29,-0.62,1
0.21,0.15,1
-0.21,-0.96,1
-0.6,0.48,1
0.75,0.34,1
-0.66,0.9,-1
0.76,-1,1
-0.28,-0.49,-1
-0.11,0.13,-1
-0.73,-0.07,1
-0.02,0.81,1
0.28,-0.77,1
0.58,0.38,1
0.28,-0.69,1
-0.68,-0.97,1
-0.45,-0.58,1
0.56,-0.63,1
0.31,-0.12,-1
-0.31,0.58,1
0.81,-0.67,1
0.72,-0.17,1
0.14,0.28,1
0.31,-0.25,1
0.18,0.55,1
0.92,-0.14,1
0.74,0.45,-1
0.02,0.16,1
0.5,0.4,1
-0.78,0.51,1
-0.22,-0.78,-1
-0.03,0.31,-1
-0.15,0.27,1
-0.88,0.44,1
-0.12,0.49,1
-0.36,-0.31,-1
-0.92,-0.06,-1
-0.56,0.55,1
0.78,-0.53,1
0.79,0.29,-1
-0.45,0.78,1
0.21,0.39,-1
-0.13,-0.17,1
0.53,-0.28,1
0.66,0.01,-1
-0.44,0.57,-1
-0.96,-0.34,1
0.96,0.99,-1
0.77,0.86,1
0.25,0.73,-1
-0.44,0.06,-1
0.79,0.3,1
-0.69,0.61,1
0.17,-0.12,1
0.55,-0.71,1
-0.72,0.5,-1
0.36,0.18,-1
-0.09,-0.91,1
0.16,-0.65,1
0.66,0.25,1
-0.15,0.94,-1
-0.19,-0.96,-1
-0.66,-0.73,-1
0.77,0.86,1
0.03,0.7,1
0.8,-0.56,1
-0.2,-0.04,-1
-0.8,-0.72,1
-0.79,0.26,1
0.31,-0.69,1
-0.42,0.24,-1
0.09,-0.05,-1
-0.35,0.2,-1
0.64,0.48,-1
-0.57,0.31,-1
0.59,0.31,1
-0.44,-0.23,1
0.08,-0.78,1
0.46,0.8,-1
-0.25,0.49,1
-0.32,-0.27,-1
-0.8,0.26,-1
-0.44,0.65,-1
-0.05,-0.01,1
0.76,-0.21,1
0.02,-0.09,-1
-0.3,-0.48,1
-0.99,0.69,1
-0.58,-0.29,-1
0.97,0.78,-1
0.42,-0.44,-1
0.56,-0.36,1
0.44,0.28,-1
-0.82,-0.34,1
0.19,0.95,1
0.64,0.2,-1
0.92,-0.07,1
-0.3,0.98,-1
-0.46,0.09,-1
0.73,-0.62,1
0.66,0.56,1
-0.78,-0.45,1
-0.51,0.09,-1
-0.71,-0.47,-1
0.46,-0.11,-1
-0.13,-0.52,1
0.58,-0.22,1
0.17,-0.1,1
-0.54,-0.91,1
-0.36,0.42,1
-0.49,-0.27,1
0.26,0.47,1
-0.64,0.09,1
0.58,0.17,1
0.96,-0.87,1
0.04,-0.07,1
0.03,-0.37,1
-0.96,-0.7,-1
0.04,-0.93,-1
0.55,-0.63,1
0.46,0.9,1
0.06,0.77,1
0.91,-0.35,1
0.58,-0.91,-1
-0.28,-0.36,1
-0.05,0.08,1
0.16,-0.31,1
0.06,0.29,-1
0.18,0.75,-1
0.52,0.76,1
-0.6,0.4,1
0.49,-0.19,-1
0.46,-0.13,-1
0.95,-0.7,1
0,-0.33,-1
0.96,-0.58,1
-0.84,-0.85,1
0.91,-0.37,-1
-0.98,0.47,1
-0.72,-0.11,1
0.76,-0.3,1
0.01,-0.47,-1
0.21,-0.39,1
0.03,-0.35,1
-0.2,0.68,1
-0.7,0.99,-1
0.46,0.32,1
-0.8,0.58,1
-0.73,0.63,1
-0.84,-0.55,1
0.06,0.36,-1
-0.99,-0.17,1
-0.5,-0.84,1
-0.86,-0.45,1
0.87,0,-1
-0.43,-0.17,1
-0.55,0.67,-1
-0.89,0.43,1
-0.21,-0.49,1
0.35,-0.45,1
-0.28,0.15,1
0.71,0.8,1
-0.21,0.82,1
-0.35,0.65,1
0.31,-0.65,1
0.78,0.71,-1
-0.78,0.88,1
-0.57,-0.01,1
-0.86,-0.93,1
0.87,-0.51,-1
-0.69,0.04,1
-0.31,-0.76,1
-0.41,0.79,-1
0.5,-0.98,1
0.91,-0.7,-1
0.3,-0.29,1
-0.22,0.52,-1
-0.99,-0.29,-1
0.76,0.34,-1
0.59,0.37,-1
0.15,0.87,-1
0.9,0.48,1
0.79,0.66,1
-0.63,0.64,1
0.15,0.83,1
-0.46,0.11,-1
-0.56,-0.21,-1
-0.85,0.19,1
0.05,-0.25,1
-0.78,-0.68,-1
0.99,-0.12,-1
-0.49,0.63,1
0.46,0.3,1
-0.6,-0.68,1
0.12,0.05,1
-0.76,0.08,1
0.83,-0.46,-1
-0.13,-0.02,1
0.86,0.16,-1
-0.21,-0.28,-1
-0.99,-0.15,-1
0.18,-0.46,-1
0.59,-0.86,1
0.23,-0.86,1
-0.31,0.37,1
-0.66,0.18,-1
-0.66,0.63,1
-0.65,-0.4,-1
0.46,0.62,-1
-0.85,-0.95,1
-0.8,-0.51,1
-0.36,-0.3,1
-0.94,0.6,-1
-0.23,0.3,1
-0.07,0.19,1
0.79,0.62,1
0.23,-0.56,1
-0.5,-0.21,1
0.28,-0.29,1
0.42,-0.38,1
-0.79,-0.87,1
0.44,-0.49,-1
0.7,-0.67,1
0.95,0.3,1
0.74,-0.4,-1
0.4,0.69,1
-0.6,0.08,1
0.7,0.84,1
0.98,0.19,1
0.7,-0.02,1
0.31,0.43,1
-0.28,0.62,-1
-0.79,-0.02,1
-0.33,0.65,1
-0.28,-0.12,-1
-0.28,-0.82,1
0.37,0.21,1
-0.82,0.88,1
0.3,0.36,-1
-0.03,0.17,1
-0.85,0.19,1
-0.17,0.09,1
0.98,-0.22,1
-0.04,-0.72,-1
0.49,0.5,1
0.38,0.88,1
0.24,0.92,-1
0.08,0.18,1
-0.63,-0.8,1
0.3,0.95,1
-0.27,-0.29,1
-0.01,0.37,-1
-0.14,0.43,-1
0.3,0.32,-1
0.23,0.61,-1
-0.21,-0.86,1
-0.65,0.6,1
0.55,0.11,-1
0.82,-0.11,1
-0.75,0.98,1
0.4,0.45,1
